username,tweet_date,tweet_text,translated,tweet_link,media_exists
@STOCKAHOLIC55,"Jun 28, 2023 · 11:58 PM UTC","$ODYY news out again!   Lots of promise here imo!  prweb.com/releases/2023/06/p…
$DVLP $CEOS $TSLA $MRNA $TRKA $AHI $AMZN $LCID $NERV $DUO $WAVE $OPEN $CNTG $KSCP $SOUN $EVLO $AMZN #TheErasTour #gistlover #emeutes #GlazersOut #triedyou #earthquake #NHLDraft #TrumpTape #Biden #bitcoin","$ODYY news out again!   Lots of promise here imo!  prweb.com/releases/2023/06/p…
$DVLP $CEOS $TSLA $MRNA $TRKA $AHI $AMZN $LCID $NERV $DUO $WAVE $OPEN $CNTG $KSCP $SOUN $EVLO $AMZN #TheErasTour #gistlover #emeutes #GlazersOut #triedyou #earthquake #NHLDraft #TrumpTape #Biden #bitcoin",https://twitter.com/STOCKAHOLIC55/status/1674205660081266688?s=20,FALSE
@CerfiaFR,"Jun 29, 2023 · 11:48 PM UTC","🇫🇷 FLASH | Un homme déguisé en Spider-Man a été aperçu parmi les émeutiers à #Cergy.
#émeutes","🇫🇷 Flash | A man disguised as a spider-man was seen among the rioters in #Cergy.
#riots",https://twitter.com/CerfiaFR/status/1674565503321530368?s=20,TRUE
@Yastamyaci,"Jun 29, 2023 · 11:42 PM UTC",Ahhahaha guettez le mec en moto je rêve ou il trimballe un corps ?? #emeutes,Ahhahas watch the guy on a motorbike I dream or he lugs a body ?? #emeuts,https://twitter.com/Yastamyaci/status/1674564012254560256?s=20,TRUE
@infos_Covid_,"Jun 29, 2023 · 11:53 PM UTC",🚨🇫🇷 Flash | Braquage de bus #emeutes,🚨🇫🇷 Flash | Bus robbery #emeutes,https://twitter.com/infos_Covid_/status/1674566846081642497?s=20,TRUE
@Sueyda03,"Jun 29, 2023 · 11:38 PM UTC",Le macdo d’evry wsh pk faire 🤣🤣🤣🤣 #emeutes,Evry WSH PK Macdo Make 🤣🤣🤣🤣 #emeutes,https://twitter.com/Sueyda03/status/1674563055844196356?s=20,TRUE
@CerfiaFR,"Jun 29, 2023 · 11:45 PM UTC",🚨🇫🇷 FLASH | Un incendie serait en cours juste à côté des travaux pour les #JO2024 à #Aubervilliers. #émeutes,🚨🇫🇷 Flash | A fire would be underway right next to the work for #Jo2024 in #Aubervilliers. #riots,https://twitter.com/CerfiaFR/status/1674564889350742016?s=20,TRUE
@Capsko_,"Jun 29, 2023 · 11:51 PM UTC",Je pense qu’on a déniché la vidéo de cette nuit #emeutes,I think we have found the video of this night #EMEUTS,https://twitter.com/Capsko_/status/1674566282790699008?s=20,TRUE
@Laawnik,"Jun 29, 2023 · 11:45 PM UTC","Le douzième arrondissement de Paris s’embrase, ici avenue Daumesnil.

#Émeutes","The twelfth arrondissement of Paris is embraced, here avenue Daumesnil.

#Riots",https://twitter.com/Laawnik/status/1674564882497142789?s=20,TRUE
@stephyves225,"Jun 29, 2023 · 11:55 PM UTC",L’anarchie est totale #emeutes,Anarchy is total #emeutes,https://twitter.com/stephyves225/status/1674567294150754304?s=20,TRUE
@CerfiaFR,"Jun 29, 2023 · 11:59 PM UTC",🚨🇫🇷 FLASH | Un commissariat de #Seclin (59) a été incendié. #émeutes,🚨🇫🇷 Flash | A police station in #Seclin (59) was burnt down. #riots,https://twitter.com/CerfiaFR/status/1674568227345559554?s=20,TRUE
@tr_kkh,"Jun 29, 2023 · 11:52 PM UTC","Bus, car, poids lourd, tracteur on a rien dit mtn un bateaux ?ptdrrr  #emeutes","Bus, because, heavy goods vehicle, tractor we said nothing mtn a boats? Ptdrrr #emeutes",https://twitter.com/tr_kkh/status/1674566512986734594?s=20,TRUE
@K2n_dv,"Jun 29, 2023 · 11:45 PM UTC",Y'A DU JUUUUUUS #emeutes,There is juuuuuus #emeuts,https://twitter.com/K2n_dv/status/1674564870304415744?s=20,TRUE
@Thickums334,"Jun 29, 2023 · 11:54 PM UTC",I turn you onnnn ? #emeutes #FiveNightsAtFreddys #JungKook #JungKook_Seven #SpeakNowTaylorsVersion #thursdayvibes,I turn you onnnn ? #emeutes #FiveNightsAtFreddys #JungKook #JungKook_Seven #SpeakNowTaylorsVersion #thursdayvibes,https://twitter.com/Thickums334/status/1674566993574281216?s=20,TRUE
@ChaRocher,"Jun 29, 2023 · 11:51 PM UTC",Imaginez que tous les parents des gamins qui brûlent nos quartiers aient fait comme ce monsieur qui ramène sont fils par les oreilles alors qu’il participait aux #emeutes. Fan de ce père ! Où sont les parents de tous les autres gosses ?,Imagine that all the parents of the kids burning our neighborhoods have done like this gentleman who brings are sons by the ears while he participated in the #emeuts. Fan of this father! Where are the parents of all the other kids?,https://twitter.com/ChaRocher/status/1674566243343298561?s=20,TRUE
@nassydi93,"Jun 29, 2023 · 11:47 PM UTC","Pont Blanc…
#aubervilliers #emeutes","White bridge ...
#Aubervilliers #emeuts",https://twitter.com/nassydi93/status/1674565229919760385?s=20,TRUE
@Yanis_jr93,"Jun 29, 2023 · 11:50 PM UTC",Ahahhaha Masterclass #emeutes,Ahahhaha masterclass #emeutes,https://twitter.com/Yanis_jr93/status/1674566134815752196?s=20,TRUE
@zinedinho69,"Jun 29, 2023 · 11:49 PM UTC","550k de tweet sur #emeutes ??? 
les twittos actuellement :","550K of tweet on #emeuts ???
The twittos currently:",https://twitter.com/zinedinho69/status/1674565791872688130?s=20,TRUE
@jat_ramjilal4,"Jun 29, 2023 · 11:55 PM UTC","प्रातः वंदन 🌺
माता रानी की कृपा से आपका दिन शुभ और कल्याणकारी हो 🌹
#जय_माँ_अम्बे 
#जयतुसनातन 
#हिन्दुराष्ट्र 
#emeutes 
#deprem 
राम राम जी 🙏","Morning Vandan 🌺
With the grace of Mata Rani, your day should be auspicious and welfare.
#Jai_Man_Ambe
#Jayatusanatan
#Hindustan
#Meutes
#Deprem
Ram Ram Ji",https://twitter.com/jat_ramjilal4/status/1674567332713336832?s=20,FALSE
@AalayLoualiche,"Jun 29, 2023 · 11:57 PM UTC",#emeutes c'est l'apocalypse a Aubervilliers dans tout les quartiers les forces de l'ordre complètement débordé.,#emeuts is the apocalypse in Aubervilliers in all the districts the police completely overflowed.,https://twitter.com/AalayLoualiche/status/1674567740663689221?s=20,TRUE
@Skander17499023,"Jun 29, 2023 · 11:54 PM UTC",Le multiverse #emeutes,The Multrave:,https://twitter.com/Skander17499023/status/1674567164471148546?s=20,TRUE
@Skander17499023,"Jun 29, 2023 · 11:51 PM UTC",Spiderman a Gotham City 🤦‍♂️ #emeutes,Spiderman a Gotham City 🤦‍♂️ #emeutes,https://twitter.com/Skander17499023/status/1674566375052812292?s=20,TRUE
@KaytezS,"Jun 29, 2023 · 11:57 PM UTC",Voila Spider Man #Emeutes,Voila Spider Man #Meutes,https://twitter.com/KaytezS/status/1674567731754967041?s=20,TRUE
@MangeuseM,"Jun 29, 2023 · 11:46 PM UTC",Walking dead #emeutes,Walking dead #emeutes,https://twitter.com/MangeuseM/status/1674565028781981703?s=20,TRUE
@GabRobin31,"Jun 29, 2023 · 11:49 PM UTC","Cette vidéo est édifiante, non pas parce que la personne se met le feu avec son propre cocktail Molotov, mais en raison de la réaction de ses amis qui rient aux éclats plutôt que de l'aider. Ce sont des sociopathes sans affects. Des inadaptés sociaux. #emeutes twitter.com/i/web/status/167…","This video is edifying, not because the person sets up with their own Molotov cocktail, but due to the reaction of his friends who laugh rather than help him. They are sociopaths without affect. Social unsuitables. #emeuts Twitter.com/i/web/status/167…",https://twitter.com/GabRobin31/status/1674565869748338690?s=20,TRUE
@FactMonde,"Jun 29, 2023 · 11:47 PM UTC","🔴🔥[1H45] Tensions en cours dans la capitale : 

Situation confuse à #Paris 

#émeutes #Nahel","🔴🔥 [1h45] Tensions in progress in the capital:

Confused situation in #Paris

#riots #Nahel",https://twitter.com/FactMonde/status/1674565404667129862?s=20,TRUE
@CBKNEWS121,"Jun 29, 2023 · 11:55 PM UTC","🚨 URGENT

Phalempins district in Tourcoing.

Follow @CBKNEWS121 for more updates 

___________________________________

 #emeutes #Nahel #Nanterre #RAID #Lidl #Marseille #République #Clamart #LaBRI #Macron #FranceRiots","🚨 urgent

Phalempins District in Tourcoing.

Follow @cbknews121 for more updates

________________________________

 #emeuts #nahel #nanterre #raid #lidl #Marseille #République #clamart #labri #macron #franceots",https://twitter.com/CBKNEWS121/status/1674567303243988997?s=20,TRUE
@TOpinionna69667,"Jun 29, 2023 · 11:49 PM UTC","« y’a une girafe » 

#emeutes #nanterre","""There is a giraffe""

#emeuts #nenterre",https://twitter.com/TOpinionna69667/status/1674565847245897728?s=20,TRUE
@famoosh,"Jun 29, 2023 · 11:41 PM UTC","Both currently available.
DM for more.

#earthquake #emeutes #deprem #bald #davido #WizkidXAfronation #Chioma #lagos twitter.com/i/web/status/167…","Both currently available.
DM for more.

#earthquake #emeutes #deprem #bald #davido #WizkidXAfronation #Chioma #lagos twitter.com/i/web/status/167…",https://twitter.com/famoosh/status/1674563710084317185?s=20,TRUE
@sanestix,"Jun 29, 2023 · 11:52 PM UTC","Cars burning in Parisian suburbs 
#nanterre #emeutes","Cars burning in Parisian suburbs 
#nanterre #emeutes",https://twitter.com/sanestix/status/1674566658235531266?s=20,FALSE
@Histoire2vrai,"Jun 29, 2023 · 11:46 PM UTC",Macron tremble 😂 #emeutes #nanterre #Nael #nahel,Macron tremble 😂 #emeuts #nanterre #nael #nahel,https://twitter.com/Histoire2vrai/status/1674565098722017280?s=20,TRUE
@ZainbiMedia,"Jun 29, 2023 · 11:48 PM UTC","Macron's thugs attack French ppl who came to the street after the murder of a teenager by Police for alleged violation of traffic law...
#emeutes
#FranceRiots","Macron's thugs attack French ppl who came to the street after the murder of a teenager by Police for alleged violation of traffic law...
#emeutes
#FranceRiots",https://twitter.com/ZainbiMedia/status/1674565504860602371?s=20,TRUE
@i_hassanimtiaz,"Jun 29, 2023 · 11:37 PM UTC","Wake up Muslims 😢

#Muslim_Identity
#IslamicMessagingSystem
#MasjidAlAqsa #FreePalestine
#earthquake #emeutes #thursdayvibes","Wake up Muslims 😢

#Muslim_Identity
#IslamicMessagingSystem
#MasjidAlAqsa #FreePalestine
#earthquake #emeutes #thursdayvibes",https://twitter.com/i_hassanimtiaz/status/1674562868967096321?s=20,TRUE
@sarahdeltamiche,"Jun 29, 2023 · 11:59 PM UTC",OH MON DIEU 😱😱😱 #emeutes,Oh my God 😱😱😱 #emeuts,https://twitter.com/sarahdeltamiche/status/1674568423731232769?s=20,FALSE
@wayne_agard,"Jun 29, 2023 · 11:53 PM UTC",Be cards who you hang with !! #Ashes #earthquake #deprem #JungKook #JungKook_Seven #SpeakNowTaylorsVersion #thursdayvibes #IndianaJonesID #comedy #สนามบินดอนเมือง #emeutes #Actor,Be cards who you hang with !! #Ashes #Earthquake #deprem #jungkook #jungkook_seven #speaknowtaylorsversion #thursdayvibes,https://twitter.com/wayne_agard/status/1674566778523992064?s=20,TRUE
@Irfvdinho94i,"Jun 29, 2023 · 11:47 PM UTC",Direction bled j’crois #emeutes #nanterre #france,Direction Bled I CROIS #EMEUTS #NATERRE #FRANCE,https://twitter.com/Irfvdinho94i/status/1674565246885715971?s=20,TRUE
@Dachaser_99,"Jun 29, 2023 · 11:46 PM UTC",Mais les snaps sur french twitter c’est pour me fumer !!!😭😭😭😭😭😭😭#emeutes,But the snaps on French Twitter is to smoke me !!! 😭😭😭😭😭😭😭#rods,https://twitter.com/Dachaser_99/status/1674564912079577089?s=20,FALSE
@IamAryaMood,"Jun 29, 2023 · 11:53 PM UTC",Orly #JusticePourNael  #emeutes,Orly #JusticePourNael  #emeutes,https://twitter.com/IamAryaMood/status/1674566828759085058?s=20,TRUE
@jdicajdisrien,"Jun 29, 2023 · 11:56 PM UTC","La cocotte minute a explosée.
FDO débordées. 
Révoltes généralisées.
Les scènes surréalistes se succèdent, partout.
Si y'a pas un mort ou un blessé grave ce soir on a de la chance.
#Emeutes","The pressure cooker exploded.
FDO overwhelmed.
Generalized revolts.
Surrealist scenes follow one another everywhere.
If there is not a dead man or a seriously injured this evening we are lucky.
#Emeuts",https://twitter.com/jdicajdisrien/status/1674567481111851009?s=20,FALSE
@najwaa_212,"Jun 29, 2023 · 11:51 PM UTC",Plus fort #emeutes #Nael,Stronger #emeuts #nael,https://twitter.com/najwaa_212/status/1674566368694358016?s=20,TRUE
@AnonymeCitoyen,"Jun 29, 2023 · 11:53 PM UTC",Les #émeutes touchent plusieurs points de la capitale. Images de la situation en cours dans le 12eme arrondissement de Paris #Nanterre #Nahel,The #riots receive several points in the capital. Images of the current situation in the 12th arrondissement of Paris #nanterre #Nahel,https://twitter.com/AnonymeCitoyen/status/1674566714795622403?s=20,TRUE
@f0xpb,"Jun 29, 2023 · 11:48 PM UTC",dis bien #emeutes,Say well #emeuts,https://twitter.com/f0xpb/status/1674565564587556864?s=20,FALSE
@Jeremie_Weber62,"Jun 29, 2023 · 11:56 PM UTC","Insoutenable.
#France #emeutes","Unsustainable.
#France #EMEUTS",https://twitter.com/Jeremie_Weber62/status/1674567637391613953?s=20,FALSE
@ftg_simulator,"Jun 29, 2023 · 11:42 PM UTC",Guetter comment elle court 🤣🤣🤣 #emeutes #Nael #France #Batata,Watch how she runs 🤣🤣🤣 #emeuts #nael #france #batata,https://twitter.com/ftg_simulator/status/1674564020718673921?s=20,TRUE
@LiltunechiKid,"Jun 29, 2023 · 11:42 PM UTC",Wallah Twitter c trop 🤣🤣🤣 #emeutes,Wallah twitter c too 🤣🤣🤣 #emeutes,https://twitter.com/LiltunechiKid/status/1674563899230658562?s=20,FALSE
@topnotchjournal,"Jun 29, 2023 · 11:50 PM UTC","#France | Massive Crackdown on Rioters, Many Detained by Local Authorities.

#TNJNews #Francia #Paris #RiotsFrance #Emeutes #Nahel #Nanterre","#France | Massive Crackdown on Rioters, Many Detained by Local Authorities.

#TNJNews #Francia #Paris #RiotsFrance #Emeutes #Nahel #Nanterre",https://twitter.com/topnotchjournal/status/1674565936274378757?s=20,TRUE
@Rayaninhoo_,"Jun 29, 2023 · 11:55 PM UTC",[THREAD NUIT 2] ON CONTINUE LE THREAD AVEC LES SNAPS LES PLUS DRÔLES DE CETTE NOUVELLE NUIT D’#emeutes !,[Thread Night 2] We continue the thread with the funniest snaps of this new night of#riots!,https://twitter.com/Rayaninhoo_/status/1674567304217067522?s=20,TRUE
@cramptesque,"Jun 29, 2023 · 11:52 PM UTC",#emeutes golmonesque,#Emeutes Golmonesque,https://twitter.com/cramptesque/status/1674566590514319360?s=20,FALSE
@brxt_akivah,"Jun 29, 2023 · 11:58 PM UTC","Half Off All Apt Packages ✅ LIMITED TIME ONLY ⏰🔥
#paystubs #halfoff #apartmenthack #fastapprovals #kivysaptapprovals #Ashes #deprem #thursdayvibes #apartmentpackages #creditrepair #emeutes #JungKook #bankstatements","Half Off All Apt Packages ✅ LIMITED TIME ONLY ⏰🔥
#paystubs #halfoff #apartmenthack #fastapprovals #kivysaptapprovals #Ashes #deprem #thursdayvibes #apartmentpackages #creditrepair #emeutes #JungKook #bankstatements",https://twitter.com/brxt_akivah/status/1674567996927246336?s=20,FALSE
@Socialistesque,"Jun 29, 2023 · 11:53 PM UTC",Ca continue #emeutes #paris,Ca continue #emeutes #paris,https://twitter.com/Socialistesque/status/1674566916671778816?s=20,FALSE
@DylanVeerasamy,"Jun 29, 2023 · 11:59 PM UTC","Faites attention à ce que vous partagez #emeutes 

Cette vidéo montrant une boutique Louis Vuitton pillée date de 2020. Les faits ne se sont pas déroulés à Paris, mais à Portland (USA)

Voilà le lien YouTube, avec la vraie bande sonore : piped.video/watch?v=BRO9gpm5…","Pay attention to what you share #emeuts

This video showing a Louis Vuitton Pillaged store dates from 2020. The facts did not take place in Paris, but in Portland (USA)

This is the YouTube link, with the real soundtrack: piped.video/watch?v=Bro9GPM5…",https://twitter.com/DylanVeerasamy/status/1674568227467276288?s=20,FALSE
@frenchdemon666,"Jun 29, 2023 · 11:52 PM UTC","mood :
#emeutes","mood :
#emeutes",https://twitter.com/frenchdemon666/status/1674566507525808129?s=20,FALSE
@MeanLILMeoW,"Jun 29, 2023 · 11:48 PM UTC","Gorilla possibly but easily could be fake

The Zoo has been released,wait till a lion gets one of you!! 

Lord Help heal these peoples Hearts!!

#emeutes 
#Paris
#FranceRiots 
#BREAKING","Gorilla possibly but easily could be fake

The Zoo has been released,wait till a lion gets one of you!! 

Lord Help heal these peoples Hearts!!

#emeutes 
#Paris
#FranceRiots 
#BREAKING",https://twitter.com/MeanLILMeoW/status/1674565492798001152?s=20,TRUE
@eric__mine,"Jun 29, 2023 · 11:57 PM UTC","""Emmanuel is loving it too"".
#EltonJohn
#Émeutes 🇨🇵","""Emmanuel is loving it too"".
#Eltonjohn
#Riots 🇨🇵",https://twitter.com/eric__mine/status/1674567683273269251?s=20,FALSE
@oranaise,"Jun 29, 2023 · 11:45 PM UTC","They set animals from the zoo free in #France! Zebras, giraffes and horses have joined the riots. | #emeutes 🇫🇷","They set animals from the zoo free in #France! Zebras, giraffes and horses have joined the riots. | #emeutes 🇫🇷",https://twitter.com/oranaise/status/1674564881478041604?s=20,FALSE
@k_thutan,"Jun 29, 2023 · 11:50 PM UTC","Every morning i have to choice✌️
1 ✨ I say bye to my bed and go for the #exercise💪
2 ✨ I say love you my bed and continue sleeping😴
So you have the same option✊choose wisely👊 #GoodMorningEveryone #morningmotivation #fridaymorning #FridayMotivation #fitdad #emeutes #fitness","Every morning i have to choice✌️
1 ✨ I say bye to my bed and go for the #exercise💪
2 ✨ I say love you my bed and continue sleeping😴
So you have the same option✊choose wisely👊 #GoodMorningEveryone #morningmotivation #fridaymorning #FridayMotivation #fitdad #emeutes #fitness",https://twitter.com/k_thutan/status/1674566065186287618?s=20,TRUE
@JookerZe,"Jun 29, 2023 · 11:59 PM UTC",A Place d’Italie faites belek les decks tournent partout #placeditalie #emeutes #nanterre #justicepourNahel,A place d'Italie made belek decks run everywhere #placeditalie #emedates #nanterre #justicepournahel,https://twitter.com/JookerZe/status/1674568282978889729?s=20,FALSE
@topnotchjournal,"Jun 29, 2023 · 11:54 PM UTC","#France | According to witnesses, it seems that an apartment in Maizière-les-Metz is currently in the grip of a fire. Parents would be trapped inside while their children helplessly scream outside.

#TNJNews #Francia #Paris #RiotsFrance #Emeutes #Nahel #Nanterre","#France | According to witnesses, it seems that an apartment in Maizière-les-Metz is currently in the grip of a fire. Parents would be trapped inside while their children helplessly scream outside.

#TNJNews #Francia #Paris #RiotsFrance #Emeutes #Nahel #Nanterre",https://twitter.com/topnotchjournal/status/1674567131898470400?s=20,TRUE
